-50000	6.1536e-132
-49990	6.94541e-132
-49980	7.83892e-132
-49970	8.84716e-132
-49960	9.98484e-132
-49950	1.12685e-131
-49940	1.2717e-131
-49930	1.43512e-131
-49920	1.61951e-131
-49910	1.82755e-131
-49900	2.06226e-131
-49890	2.32706e-131
-49880	2.62579e-131
-49870	2.96281e-131
-49860	3.34299e-131
-49850	3.77187e-131
-49840	4.25567e-131
-49830	4.80141e-131
-49820	5.41701e-131
-49810	6.11138e-131
-49800	6.89459e-131
-49790	7.77798e-131
-49780	8.77436e-131
-49770	9.89813e-131
-49760	1.11656e-130
-49750	1.2595e-130
-49740	1.4207e-130
-49730	1.6025e-130
-49720	1.80752e-130
-49710	2.03873e-130
-49700	2.29945e-130
-49690	2.59344e-130
-49680	2.92496e-130
-49670	3.29878e-130
-49660	3.72028e-130
-49650	4.19553e-130
-49640	4.73138e-130
-49630	5.33555e-130
-49620	6.01671e-130
-49610	6.78467e-130
-49600	7.65047e-130
-49590	8.62654e-130
-49580	9.72692e-130
-49570	1.09674e-129
-49560	1.23657e-129
-49550	1.39421e-129
-49540	1.57189e-129
-49530	1.77218e-129
-49520	1.99795e-129
-49510	2.25242e-129
-49500	2.53924e-129
-49490	2.86251e-129
-49480	3.22686e-129
-49470	3.6375e-129
-49460	4.1003e-129
-49450	4.62186e-129
-49440	5.20965e-129
-49430	5.87204e-129
-49420	6.6185e-129
-49410	7.45967e-129
-49400	8.40753e-129
-49390	9.47562e-129
-49380	1.06791e-128
-49370	1.20352e-128
-49360	1.35632e-128
-49350	1.52847e-128
-49340	1.72244e-128
-49330	1.94097e-128
-49320	2.18718e-128
-49310	2.46456e-128
-49300	2.77705e-128
-49290	3.12909e-128
-49280	3.52567e-128
-49270	3.97241e-128
-49260	4.47565e-128
-49250	5.04253e-128
-49240	5.68106e-128
-49230	6.4003e-128
-49220	7.21042e-128
-49210	8.12289e-128
-49200	9.1506e-128
-49190	1.03081e-127
-49180	1.16117e-127
-49170	1.30799e-127
-49160	1.47334e-127
-49150	1.65954e-127
-49140	1.86924e-127
-49130	2.10538e-127
-49120	2.3713e-127
-49110	2.67074e-127
-49100	3.00792e-127
-49090	3.38758e-127
-49080	3.81507e-127
-49070	4.29641e-127
-49060	4.83836e-127
-49050	5.44854e-127
-49040	6.13552e-127
-49030	6.90895e-127
-49020	7.77969e-127
-49010	8.75996e-127
-49000	9.86351e-127
-48990	1.11058e-126
-48980	1.25043e-126
-48970	1.40785e-126
-48960	1.58505e-126
-48950	1.78452e-126
-48940	2.00903e-126
-48930	2.26174e-126
-48920	2.54618e-126
-48910	2.86631e-126
-48900	3.22662e-126
-48890	3.63213e-126
-48880	4.08851e-126
-48870	4.60212e-126
-48860	5.18012e-126
-48850	5.83058e-126
-48840	6.56256e-126
-48830	7.38625e-126
-48820	8.31313e-126
-48810	9.35609e-126
-48800	1.05296e-125
-48790	1.18501e-125
-48780	1.33359e-125
-48770	1.50075e-125
-48760	1.68883e-125
-48750	1.90044e-125
-48740	2.1385e-125
-48730	2.40633e-125
-48720	2.70764e-125
-48710	3.0466e-125
-48700	3.42792e-125
-48690	3.85686e-125
-48680	4.33938e-125
-48670	4.88214e-125
-48660	5.49266e-125
-48650	6.17938e-125
-48640	6.95178e-125
-48630	7.82054e-125
-48620	8.79766e-125
-48610	9.89663e-125
-48600	1.11326e-124
-48590	1.25226e-124
-48580	1.40859e-124
-48570	1.58439e-124
-48560	1.78209e-124
-48550	2.00441e-124
-48540	2.25441e-124
-48530	2.53553e-124
-48520	2.85163e-124
-48510	3.20707e-124
-48500	3.60673e-124
-48490	4.05608e-124
-48480	4.56132e-124
-48470	5.12936e-124
-48460	5.76801e-124
-48450	6.48601e-124
-48440	7.29322e-124
-48430	8.20068e-124
-48420	9.22084e-124
-48410	1.03676e-123
-48400	1.16568e-123
-48390	1.3106e-123
-48380	1.47349e-123
-48370	1.65659e-123
-48360	1.8624e-123
-48350	2.09372e-123
-48340	2.35372e-123
-48330	2.64595e-123
-48320	2.97438e-123
-48310	3.3435e-123
-48300	3.75834e-123
-48290	4.22455e-123
-48280	4.74847e-123
-48270	5.33724e-123
-48260	5.99886e-123
-48250	6.74234e-123
-48240	7.57779e-123
-48230	8.51654e-123
-48220	9.57136e-123
-48210	1.07566e-122
-48200	1.20882e-122
-48190	1.35844e-122
-48180	1.52655e-122
-48170	1.71541e-122
-48160	1.9276e-122
-48150	2.16597e-122
-48140	2.43377e-122
-48130	2.73461e-122
-48120	3.07256e-122
-48110	3.4522e-122
-48100	3.87864e-122
-48090	4.35766e-122
-48080	4.89573e-122
-48070	5.5001e-122
-48060	6.17892e-122
-48050	6.94136e-122
-48040	7.79769e-122
-48030	8.75945e-122
-48020	9.8396e-122
-48010	1.10527e-121
-48000	1.2415e-121
-47990	1.39449e-121
-47980	1.5663e-121
-47970	1.75923e-121
-47960	1.97588e-121
-47950	2.21915e-121
-47940	2.49231e-121
-47930	2.79904e-121
-47920	3.14343e-121
-47910	3.53012e-121
-47900	3.96427e-121
-47890	4.45172e-121
-47880	4.99898e-121
-47870	5.61337e-121
-47860	6.30313e-121
-47850	7.07748e-121
-47840	7.94675e-121
-47830	8.92259e-121
-47820	1.0018e-120
-47810	1.12476e-120
-47800	1.26279e-120
-47790	1.41772e-120
-47780	1.59161e-120
-47770	1.7868e-120
-47760	2.00587e-120
-47750	2.25175e-120
-47740	2.52771e-120
-47730	2.83741e-120
-47720	3.18499e-120
-47710	3.57506e-120
-47700	4.0128e-120
-47690	4.50403e-120
-47680	5.05528e-120
-47670	5.67385e-120
-47660	6.36796e-120
-47650	7.14681e-120
-47640	8.02073e-120
-47630	9.00129e-120
-47620	1.01015e-119
-47610	1.13359e-119
-47600	1.27208e-119
-47590	1.42746e-119
-47580	1.60178e-119
-47570	1.79734e-119
-47560	2.01673e-119
-47550	2.26284e-119
-47540	2.53893e-119
-47530	2.84863e-119
-47520	3.19604e-119
-47510	3.58573e-119
-47500	4.02283e-119
-47490	4.51311e-119
-47480	5.06301e-119
-47470	5.67978e-119
-47460	6.37154e-119
-47450	7.14737e-119
